25 11 张家界
25 15 湘西
25 10 岳阳
26 02 遵义
26 03 安顺
26 01 贵阳
26 06 铜仁
26 07 毕节
26 04 黔南
26 05 黔东南
26 08 六盘水
26 09 黔西南
27 02 攀枝花
27 03 自贡
27 13 资阳
27 01 成都
27 06 达州
27 07 遂宁
27 04 绵阳
27 05 南充
27 19 阿坝
27 18 甘孜
27 08 广安
27 09 巴中
27 21 广元
27 20 德阳
27 16 凉山
27 12 内江
27 17 雅安
27 14 乐山
27 11 宜宾
27 15 眉山
27 10 泸州
28 02 韶关
28 03 惠州
28 13 清远
28 01 广州
28 06 深圳
28 07 珠海
28 04 梅州
28 05 汕头
28 19 揭阳
28 18 阳江
28 08 佛山
28 09 肇庆
28 21 汕尾
28 20 茂名
28 16 东莞
28 12 河源
28 17 中山
28 14 云浮
28 11 江门
28 15 潮州
28 10 湛江
29 02 大理
29 03 红河
29 13 迪庆
29 01 昆明
29 06 文山
29 07 玉溪
29 04 曲靖
29 05 保山
29 08 楚雄
29 09 普洱
29 16 西双版纳
29 12 怒江
29 14 丽江
29 11 临沧
29 15 德宏
29 10 昭通
30 02 崇左
30 03 柳州
30 13 北海
30 01 南宁
30 06 梧州
30 07 贺州
30 04 来宾
30 05 桂林
30 08 贵港
30 09 玉林
30 12 河池
30 14 防城港
30 11 钦州
30 10 百色
31 01 海南
32 01 香港
33 01 澳门
34 02 高雄
34 01 台北
34 04 台中
